obvod,číslo,název,poř. číslo,"příjmení, jméno, tituly",věk,navrh. strana,polit. přísl.,abs.,v %,pořadí,mandát
2,11,Česká str.sociálně demokrat.,7,Libíček Rostislav Mgr.,68,ČSSD,ČSSD,2 060,"10,67",3,-
1,2,Suverenita-blok J.Bobošíkové,7,Lindner Hynek,42,Suveren.,BEZPP,107,"9,77",-,-
5,13,Komunistická str.Čech a Moravy,6,Lindner Lothar Ing.,69,KSČM,KSČM,517,"10,59",5,-
5,12,TOP 09,7,Lochmanová Ludmila doc. JUDr. Ph.D.,51,TOP 09,BEZPP,977,"11,26",5,-
5,12,TOP 09,3,Losert Svatopluk,53,TOP 09,TOP 09,948,"10,92",1,-
2,9,TOP 09,4,Ludma Lubor Mgr.,26,TOP 09,TOP 09,961,"11,12",3,-
2,2,"Republ.str.Čech,Moravy a Slez.",9,Lutrová Radka,37,RSČMS,BEZPP,30,"14,42",-,-
2,9,TOP 09,1,Machová Eva Mgr.,53,TOP 09,TOP 09,1 159,"13,42",1,*
1,5,Strana Práv Občanů ZEMANOVCI,8,Maier Antonín,63,SPOZ,BEZPP,58,"7,36",-,-
4,6,Strana Práv Občanů ZEMANOVCI,8,Maier Ivo,31,SPOZ,BEZPP,67,"9,66",-,-
4,8,Občanská demokratická strana,1,Major Martin JUDr.,31,ODS,ODS,1 435,"12,02",1,*
1,8,Strana zelených,9,Malina Jakub Bc.,23,SZ,BEZPP,153,"8,06",-,-
1,9,Koruna Česká (monarch.strana),1,Malý Jaroslav Ing.,47,KČ,BEZPP,38,"20,54",-,-
3,9,Komunistická str.Čech a Moravy,6,Marčan Vladimír,54,KSČM,BEZPP,599,"10,68",5,-
1,11,Komunistická str.Čech a Moravy,1,Marek Miroslav Ing.,57,KSČM,KSČM,532,"12,22",1,*
1,10,Občanská demokratická strana,3,Mareš Ivo MUDr. MBA,46,ODS,ODS,1 596,"11,97",3,*
2,4,Komunistická str.Čech a Moravy,2,Marková Kateřina Ing.,24,KSČM,BEZPP,755,"11,65",1,-
3,1,Občanská demokratická strana,2,Martinák Jiří Bc.,39,ODS,ODS,1 313,"11,75",2,*
5,13,Komunistická str.Čech a Moravy,3,Martinů Ludmila,60,KSČM,KSČM,540,"11,06",2,-
4,12,Koruna Česká (monarch.strana),3,Martynov Petr,58,KČ,BEZPP,29,"12,88",-,-
4,6,Strana Práv Občanů ZEMANOVCI,4,Mašková Hana,32,SPOZ,BEZPP,89,"12,84",-,-
2,8,Strana zelených,9,Mašlejová Růžena,50,SZ,BEZPP,110,"6,82",-,-
3,6,Suverenita-blok J.Bobošíkové,4,Matějková Soňa Mgr.,29,Suveren.,BEZPP,180,"11,22",-,-
2,12,Koruna Česká (monarch.strana),7,Matoušek Petr,30,KČ,KČ,42,"11,17",-,-
3,9,Komunistická str.Čech a Moravy,4,Matýsová Helena,52,KSČM,BEZPP,626,"11,17",3,-
4,7,Komunistická str.Čech a Moravy,2,Matýsová Petra,30,KSČM,BEZPP,585,"12,05",1,-
2,10,Suverenita-blok J.Bobošíkové,4,Mazák Libor Ing.,68,Suveren.,US-DEU,174,"10,16",-,-
2,7,Věci veřejné,7,Mazal Michal,26,VV,BEZPP,262,"9,06",-,-
2,6,Křesť.demokr.unie-Čs.str.lid.,6,Mazoch Michael MVDr.,54,KDU-ČSL,BEZPP,453,"11,85",-,-
5,5,Občanská demokratická strana,9,Mecnarowski Martin Mgr.,43,ODS,ODS,1 222,"9,92",7,-
3,2,Česká str.sociálně demokrat.,5,Medveďová Gabriela Mgr.,37,ČSSD,ČSSD,1 684,"11,30",1,-
1,3,Věci veřejné,3,Melzerová Jindřiška Mgr.,55,VV,VV,202,"10,90",-,-
1,4,Česká str.sociálně demokrat.,1,"Mezihorák František prof.PhDr. CSc.,dr.h.c.",73,ČSSD,ČSSD,1 493,"11,91",1,*
2,9,TOP 09,9,Mihal Jaroslav Ing.,33,TOP 09,TOP 09,825,"9,55",8,-
4,7,Komunistická str.Čech a Moravy,1,Michálek Petr Mgr.,68,KSČM,KSČM,561,"11,56",1,*
1,3,Věci veřejné,4,Michalík Pavel Mgr.,49,VV,BEZPP,226,"12,19",-,-
1,2,Suverenita-blok J.Bobošíkové,1,Mikeš František Ing.,63,Suveren.,BEZPP,128,"11,68",-,-
1,7,"Republ.str.Čech,Moravy a Slez.",7,Mikloš Jaroslav,68,RSČMS,BEZPP,10,"8,92",-,-
2,11,Česká str.sociálně demokrat.,9,Minařík František Ing.,64,ČSSD,ČSSD,1 970,"10,20",5,-
5,10,"Republ.str.Čech,Moravy a Slez.",5,Minařík Miroslav,43,RSČMS,BEZPP,45,"13,43",-,-
1,10,Občanská demokratická strana,7,Mišáková Jarmila,53,ODS,ODS,1 375,"10,31",4,-
2,2,"Republ.str.Čech,Moravy a Slez.",4,Mlčoch Josef,78,RSČMS,BEZPP,15,"7,21",-,-
3,3,Koruna Česká (monarch.strana),3,Molnárová Helena,46,KČ,BEZPP,51,"11,86",-,-
1,11,Komunistická str.Čech a Moravy,8,Moncman Vladimír,64,KSČM,BEZPP,449,"10,31",7,-
1,7,"Republ.str.Čech,Moravy a Slez.",9,Moťka Jiří,37,RSČMS,BEZPP,16,"14,28",-,-
3,5,"Republ.str.Čech,Moravy a Slez.",9,Moťková Petra,37,RSČMS,BEZPP,18,"11,46",-,-
4,6,Strana Práv Občanů ZEMANOVCI,1,Motyka Jeroným,58,SPOZ,SPOZ,81,"11,68",-,-
3,7,Strana Práv Občanů ZEMANOVCI,7,Motyková Naděžda,57,SPOZ,SPOZ,113,"8,38",-,-
1,12,TOP 09,3,Moudrá Jana Ing.,51,TOP 09,TOP 09,873,"11,72",2,-
2,2,"Republ.str.Čech,Moravy a Slez.",3,Mráček Roman,41,RSČMS,BEZPP,22,"10,57",-,-
1,4,Česká str.sociálně demokrat.,8,Mrajca Jan,55,ČSSD,ČSSD,1 298,"10,36",5,-
3,10,Moravané,3,Myšáková Michaela,43,M,BEZPP,48,"31,37",-,-
3,12,TOP 09,1,Navrátil Petr Ing.,49,TOP 09,TOP 09,679,"11,70",1,-
5,11,Věci veřejné,6,Navrátil Petr Ing.,47,VV,BEZPP,225,"9,73",-,-
1,3,Věci veřejné,1,Navrátilová Dagmar Mgr.,44,VV,VV,309,"16,67",-,-
3,6,Suverenita-blok J.Bobošíkové,9,Nekarda Jan,30,Suveren.,BEZPP,136,"8,48",-,-
4,12,Koruna Česká (monarch.strana),6,Nepšinská Ivana,31,KČ,BEZPP,29,"12,88",-,-
5,1,Koruna Česká (monarch.strana),2,Nepšinský Roman,31,KČ,BEZPP,42,"13,46",-,-
1,3,Věci veřejné,7,Nerušil Bohdan,39,VV,BEZPP,184,"9,92",-,-
1,8,Strana zelených,1,Nesrstová Kateřina,26,SZ,BEZPP,287,"15,12",-,-
4,1,Suverenita-blok J.Bobošíkové,4,Neumann Otto,72,Suveren.,BEZPP,169,"8,52",-,-
1,8,Strana zelených,3,Nosál Petr Ing. arch.,40,SZ,BEZPP,280,"14,75",-,-
3,11,Věci veřejné,4,Nováček Martin,37,VV,BEZPP,282,"9,37",-,-
2,2,"Republ.str.Čech,Moravy a Slez.",7,Novák Pavel,45,RSČMS,BEZPP,22,"10,57",-,-
2,11,Česká str.sociálně demokrat.,5,Nováková Jana Mgr.,43,ČSSD,ČSSD,2 151,"11,14",1,-
4,10,"Republ.str.Čech,Moravy a Slez.",5,Nováková Lena,45,RSČMS,BEZPP,24,"12,50",-,-
1,9,Koruna Česká (monarch.strana),4,Novotná Eva Mgr.,43,KČ,BEZPP,34,"18,37",-,-
4,4,Křesť.demokr.unie-Čs.str.lid.,6,Novotný Jaroslav Mgr.,52,KDU-ČSL,KDU-ČSL,402,"9,76",5,-
2,4,Komunistická str.Čech a Moravy,4,Novotný Karel,26,KSČM,KSČM,721,"11,12",3,-
1,10,Občanská demokratická strana,1,Novotný Martin,38,ODS,ODS,1 844,"13,83",1,*
5,8,Česká str.sociálně demokrat.,6,Novotný Milan,59,ČSSD,ČSSD,1 515,"10,74",3,-
3,5,"Republ.str.Čech,Moravy a Slez.",2,Novotný Viktor,52,RSČMS,BEZPP,30,"19,10",-,-
3,4,Strana zelených,3,Obereignerů Radko PhDr. Ph.D.,32,SZ,BEZPP,194,"13,44",-,-
1,2,Suverenita-blok J.Bobošíkové,6,Očenášek Jan,62,Suveren.,BEZPP,104,"9,49",-,-
4,5,Strana zelených,1,Olšrová Marta MgA.,29,SZ,SZ,167,"12,79",-,-
1,12,TOP 09,4,Ondrová Dana MUDr. Ph.D.,42,TOP 09,TOP 09,907,"12,17",3,-
4,1,Suverenita-blok J.Bobošíkové,6,Oprštěný Miroslav Ing.,56,Suveren.,BEZPP,195,"9,83",-,-
2,2,"Republ.str.Čech,Moravy a Slez.",8,Otisk Petr,62,RSČMS,BEZPP,18,"8,65",-,-
1,7,"Republ.str.Čech,Moravy a Slez.",8,Otisková Marcela,60,RSČMS,BEZPP,9,"8,03",-,-
4,10,"Republ.str.Čech,Moravy a Slez.",9,Ovčačík Petr,24,RSČMS,BEZPP,16,"8,33",-,-
5,10,"Republ.str.Čech,Moravy a Slez.",1,Ovčačíková Alena PhDr.,54,RSČMS,M,55,"16,41",-,-
3,11,Věci veřejné,3,Pácl Jiří,42,VV,BEZPP,389,"12,93",-,-
2,6,Křesť.demokr.unie-Čs.str.lid.,7,Pachta Petr Mgr.,26,KDU-ČSL,KDU-ČSL,370,"9,68",-,-
4,4,Křesť.demokr.unie-Čs.str.lid.,3,Palaščáková Dita Mgr.,30,KDU-ČSL,NV,502,"12,19",2,-
4,12,Koruna Česká (monarch.strana),4,Palatý Marta,69,KČ,KČ,26,"11,55",-,-
3,3,Koruna Česká (monarch.strana),4,Palatý Otto,82,KČ,KČ,40,"9,30",-,-
1,6,Moravané,3,Palčová Mária,63,M,BEZPP,15,"20,00",-,-
4,8,Občanská demokratická strana,4,Palíková Vladimíra,47,ODS,ODS,1 362,"11,41",1,-
2,7,Věci veřejné,1,Patsch Radek Mgr.,40,VV,VV,439,"15,19",-,-
5,2,Strana Práv Občanů ZEMANOVCI,6,Pavelková Renáta Bc.,42,SPOZ,BEZPP,87,"10,17",-,-
5,1,Koruna Česká (monarch.strana),3,Pavlíková Jana,31,KČ,BEZPP,35,"11,21",-,-
2,12,Koruna Česká (monarch.strana),3,Pečinka Hynek Mgr.,31,KČ,BEZPP,57,"15,15",-,-
4,2,Věci veřejné,2,Peiker Bohumil,31,VV,VV,338,"14,22",-,-
1,1,Křesť.demokr.unie-Čs.str.lid.,2,Pelikán Matouš Ing.,28,KDU-ČSL,KDU-ČSL,522,"12,60",1,-
2,6,Křesť.demokr.unie-Čs.str.lid.,5,Pelikánová Hana Mgr.,50,KDU-ČSL,KDU-ČSL,402,"10,52",-,-
5,1,Koruna Česká (monarch.strana),5,Petrová Ivana,20,KČ,BEZPP,61,"19,55",-,-
3,11,Věci veřejné,2,Petřík Ladislav,66,VV,BEZPP,336,"11,17",-,-
3,9,Komunistická str.Čech a Moravy,5,Pieter David,33,KSČM,BEZPP,614,"10,95",4,-
4,7,Komunistická str.Čech a Moravy,6,Pietrová Vlasta,54,KSČM,BEZPP,561,"11,56",5,-
4,12,Koruna Česká (monarch.strana),2,Podracká Gabriela MUDr.,67,KČ,BEZPP,46,"20,44",-,-
5,9,Suverenita-blok J.Bobošíkové,4,Podracký Vlastimil Ing.,70,Suveren.,KONS,145,"10,78",-,-
3,1,Občanská demokratická strana,3,Pokorný Vladimír Ing.,64,ODS,ODS,1 259,"11,27",3,*
3,8,Křesť.demokr.unie-Čs.str.lid.,3,Polách Jan Ing. arch.,52,KDU-ČSL,BEZPP,395,"12,31",-,-
2,3,Strana Práv Občanů ZEMANOVCI,2,Ponížil Milan,56,SPOZ,BEZPP,133,"11,41",-,-
2,5,Občanská demokratická strana,6,Pospiechová Renata Mgr.,30,ODS,ODS,1 471,"10,82",3,-
2,12,Koruna Česká (monarch.strana),5,Pospíšil Mojmír,35,KČ,BEZPP,41,"10,90",-,-
4,11,TOP 09,7,Pospíšilová Isabela Mgr.,36,TOP 09,TOP 09,820,"10,77",6,-
4,2,Věci veřejné,5,Pospíšilová Libuše MUDr.,46,VV,BEZPP,335,"14,09",-,-
5,6,Křesť.demokr.unie-Čs.str.lid.,6,Prášilová Františka,62,KDU-ČSL,KDU-ČSL,437,"10,54",5,-
5,6,Křesť.demokr.unie-Čs.str.lid.,5,Preč Jan Ing.,64,KDU-ČSL,BEZPP,505,"12,18",4,-
4,8,Občanská demokratická strana,7,Procházka Daniel Mgr.,48,ODS,ODS,1 305,"10,93",4,-
4,4,Křesť.demokr.unie-Čs.str.lid.,2,Procházka Petr MVDr.,46,KDU-ČSL,KDU-ČSL,631,"15,32",1,*
4,10,"Republ.str.Čech,Moravy a Slez.",2,Přenosil Jiří,57,RSČMS,BEZPP,29,"15,10",-,-
2,11,Česká str.sociálně demokrat.,3,Ptačovský Zdeněk,56,ČSSD,ČSSD,2 195,"11,36",3,*
1,2,Suverenita-blok J.Bobošíkové,8,Rajčák Pavel,22,Suveren.,BEZPP,104,"9,49",-,-
3,8,Křesť.demokr.unie-Čs.str.lid.,9,Rak Pavel Mgr. DiS.,33,KDU-ČSL,BEZPP,264,"8,22",-,-
4,7,Komunistická str.Čech a Moravy,4,Rašnerová Věra,47,KSČM,KSČM,551,"11,35",3,-
1,11,Komunistická str.Čech a Moravy,2,Reichová Marcela,51,KSČM,KSČM,515,"11,83",1,-
4,5,Strana zelených,2,Richterová Helena Mgr.,53,SZ,BEZPP,194,"14,86",-,-
5,5,Občanská demokratická strana,8,Robenek Karel Ing.,75,ODS,ODS,1 249,"10,14",6,-
5,2,Strana Práv Občanů ZEMANOVCI,9,Rotreklová Marie,76,SPOZ,BEZPP,65,"7,60",-,-
2,11,Česká str.sociálně demokrat.,1,Rozbořil Jiří Ing.,48,ČSSD,ČSSD,2 293,"11,87",1,*
5,6,Křesť.demokr.unie-Čs.str.lid.,3,Rudolf Jiří Ing.,38,KDU-ČSL,KDU-ČSL,461,"11,12",2,-
2,6,Křesť.demokr.unie-Čs.str.lid.,8,Růžičková Šárka Mgr.,27,KDU-ČSL,BEZPP,380,"9,94",-,-
4,6,Strana Práv Občanů ZEMANOVCI,3,Ryšánek František,46,SPOZ,BEZPP,88,"12,69",-,-
5,10,"Republ.str.Čech,Moravy a Slez.",2,Ryšlink Miloslav,59,RSČMS,BEZPP,40,"11,94",-,-
2,2,"Republ.str.Čech,Moravy a Slez.",1,Ryšlink Pavel,67,RSČMS,RSČMS,25,"12,01",-,-
2,10,Suverenita-blok J.Bobošíkové,1,Rytíř Jan JUDr. Ph.D.,42,Suveren.,SDŽ,352,"20,56",-,-
5,4,Moravané,2,Říha Jaromír,69,M,BEZPP,28,"25,22",-,-
2,1,Moravané,1,Říha Tomáš,38,M,BEZPP,66,"37,71",-,-
2,4,Komunistická str.Čech a Moravy,5,Sedláček Ladislav,60,KSČM,BEZPP,697,"10,75",4,-
5,2,Strana Práv Občanů ZEMANOVCI,3,Semrád Petr Ing.,37,SPOZ,SPOZ,79,"9,23",-,-
5,7,Strana zelených,5,Schaferová Michaela MUDr.,57,SZ,BEZPP,343,"11,47",-,-
3,5,"Republ.str.Čech,Moravy a Slez.",6,Schirhalová Jarmila,67,RSČMS,DSSS,13,"8,28",-,-
5,11,Věci veřejné,7,Schubert Jaroslav Ing.,45,VV,BEZPP,190,"8,22",-,-
5,5,Občanská demokratická strana,2,Schubert Radim,30,ODS,ODS,1 442,"11,71",2,*
5,13,Komunistická str.Čech a Moravy,1,Skácel Miroslav PaedDr.,62,KSČM,KSČM,691,"14,16",1,*
4,2,Věci veřejné,8,Skála Bedřich,73,VV,BEZPP,193,"8,12",-,-
3,9,Komunistická str.Čech a Moravy,2,Skalka Přemysl MVDr.,57,KSČM,KSČM,676,"12,06",1,-
4,1,Suverenita-blok J.Bobošíkové,2,Skálová Zuzana,37,Suveren.,BEZPP,283,"14,27",-,-
2,9,TOP 09,7,Skoumal Martin Ing.,28,TOP 09,TOP 09,855,"9,90",6,-
3,5,"Republ.str.Čech,Moravy a Slez.",1,Skovajsa Jiří,51,RSČMS,RSČMS,26,"16,56",-,-
1,7,"Republ.str.Čech,Moravy a Slez.",3,Skovajsová Hana,56,RSČMS,BEZPP,16,"14,28",-,-
2,5,Občanská demokratická strana,4,Skřivánek Aleš MUDr.,45,ODS,ODS,1 641,"12,07",1,-
4,8,Občanská demokratická strana,9,Sláma Petr,36,ODS,ODS,1 179,"9,87",6,-
4,10,"Republ.str.Čech,Moravy a Slez.",1,Sláma Roman,47,RSČMS,RSČMS,36,"18,75",-,-
2,8,Strana zelených,1,Slámová Lenka PhDr.,32,SZ,SZ,244,"15,14",-,-
4,9,Česká str.sociálně demokrat.,8,Slezák Pavel PhDr.,45,ČSSD,ČSSD,1 384,"10,57",5,-
4,2,Věci veřejné,3,Smékal Jiří,37,VV,VV,269,"11,32",-,-
5,11,Věci veřejné,2,Smékal Jiří,64,VV,VV,219,"9,47",-,-
1,3,Věci veřejné,6,Smékalová Zuzana,45,VV,BEZPP,177,"9,55",-,-
3,7,Strana Práv Občanů ZEMANOVCI,4,Solomon Kristýna Mgr. Ph.D.,33,SPOZ,BEZPP,162,"12,01",-,-
2,12,Koruna Česká (monarch.strana),2,Sommerová Eva RNDr.,62,KČ,BEZPP,49,"13,03",-,-
2,3,Strana Práv Občanů ZEMANOVCI,6,Soukalová Eva,54,SPOZ,BEZPP,113,"9,69",-,-
3,7,Strana Práv Občanů ZEMANOVCI,2,Sova Petr,44,SPOZ,SPOZ,135,"10,01",-,-
2,10,Suverenita-blok J.Bobošíkové,9,Sovadina Radomír Bc.,29,Suveren.,BEZPP,169,"9,87",-,-
4,6,Strana Práv Občanů ZEMANOVCI,9,Sovová Božena,77,SPOZ,BEZPP,58,"8,36",-,-
4,2,Věci veřejné,7,Spáčil Petr,40,VV,BEZPP,224,"9,42",-,-
3,2,Česká str.sociálně demokrat.,4,Staněk Antonín Mgr. Ph.D.,44,ČSSD,ČSSD,1 704,"11,44",4,*
1,8,Strana zelených,4,Stavěl Petr,38,SZ,BEZPP,181,"9,53",-,-
5,4,Moravané,1,Stavinoha Michal,40,M,BEZPP,51,"45,94",-,-
4,3,Moravané,2,Stavinohová Karla,39,M,BEZPP,29,"31,18",-,-
3,8,Křesť.demokr.unie-Čs.str.lid.,5,Stejskal Ladislav,39,KDU-ČSL,KDU-ČSL,314,"9,78",-,-
5,12,TOP 09,8,Stejskal Václav,51,TOP 09,BEZPP,868,"10,00",6,-
1,2,Suverenita-blok J.Bobošíkové,9,Strakoš Marek Ing.,41,Suveren.,BEZPP,103,"9,40",-,-
5,13,Komunistická str.Čech a Moravy,7,Stroupková Miroslava,58,KSČM,BEZPP,499,"10,22",6,-
5,8,Česká str.sociálně demokrat.,8,Studený Lukáš Ing.,33,ČSSD,ČSSD,1 462,"10,37",5,-
2,8,Strana zelených,4,Stuchlíková Libuše Bc. DiS.,31,SZ,BEZPP,193,"11,98",-,-
2,10,Suverenita-blok J.Bobošíkové,3,Subotová Věra,52,Suveren.,SDŽ,191,"11,15",-,-
1,3,Věci veřejné,8,Suchánková Marcela,49,VV,BEZPP,171,"9,22",-,-
2,9,TOP 09,5,Svitavský Otakar MUDr.,53,TOP 09,TOP 09,1 016,"11,76",4,-
3,8,Křesť.demokr.unie-Čs.str.lid.,6,Svobodová Pavla Mgr.,28,KDU-ČSL,BEZPP,362,"11,28",-,-
2,7,Věci veřejné,3,Sýkora Tomáš Ing.,42,VV,BEZPP,370,"12,80",-,-
2,9,TOP 09,2,Šafránek Petr Bc.,47,TOP 09,TOP 09,989,"11,45",1,-
5,13,Komunistická str.Čech a Moravy,8,Šachrová Marie,62,KSČM,BEZPP,507,"10,39",7,-
2,9,TOP 09,6,Šarapatka Bořivoj prof. Dr. Ing. CSc.,51,TOP 09,TOP 09,989,"11,45",5,-
5,8,Česká str.sociálně demokrat.,1,Ščudlík Svatopluk Mgr.,58,ČSSD,ČSSD,1 693,"12,01",1,*
3,12,TOP 09,2,Šebestík Zdeněk Mgr.,49,TOP 09,TOP 09,684,"11,79",2,-
3,2,Česká str.sociálně demokrat.,9,Šefčík Michal,44,ČSSD,ČSSD,1 514,"10,16",5,-
1,8,Strana zelených,2,Ševčíková Marta,58,SZ,SZ,232,"12,22",-,-
1,8,Strana zelených,5,Šimáčková Eva Ing. arch.,64,SZ,BEZPP,248,"13,06",-,-
3,9,Komunistická str.Čech a Moravy,8,Šimek Karel Ing.,60,KSČM,BEZPP,576,"10,27",7,-
4,11,TOP 09,1,Šimša Karel Ing.,42,TOP 09,TOP 09,950,"12,48",1,*
3,3,Koruna Česká (monarch.strana),5,Šinclová Eva Mgr.,25,KČ,BEZPP,62,"14,41",-,-
5,12,TOP 09,2,Šišková Kateřina Mgr.,25,TOP 09,TOP 09,1 006,"11,59",2,*
3,5,"Republ.str.Čech,Moravy a Slez.",3,Šmíd Pavel,35,RSČMS,BEZPP,16,"10,19",-,-
2,9,TOP 09,3,Šnajdrová Irena,51,TOP 09,TOP 09,949,"10,99",2,-
5,6,Křesť.demokr.unie-Čs.str.lid.,1,Šnevajs Ladislav RNDr.,48,KDU-ČSL,KDU-ČSL,576,"13,89",1,*
2,12,Koruna Česká (monarch.strana),6,Špirit Bohdan,46,KČ,BEZPP,45,"11,96",-,-
5,5,Občanská demokratická strana,5,Šputa Oldřich Ing.,56,ODS,ODS,1 335,"10,84",3,-
4,5,Strana zelených,3,Štůla Jaroslav Ing.,59,SZ,SZ,197,"15,09",-,-
4,1,Suverenita-blok J.Bobošíkové,3,Štursová Marie Mgr.,66,Suveren.,US-DEU,188,"9,48",-,-
4,11,TOP 09,3,Šváb František Bc. DiS.,31,TOP 09,TOP 09,873,"11,47",2,-
3,11,Věci veřejné,5,Švabík Tomáš,38,VV,BEZPP,288,"9,57",-,-
3,9,Komunistická str.Čech a Moravy,9,Švaříček Stanislav RSDr.,66,KSČM,KSČM,568,"10,13",8,-
3,4,Strana zelených,8,Švec Ondřej,25,SZ,BEZPP,112,"7,76",-,-
4,11,TOP 09,4,Taclová Anna Ing.,54,TOP 09,TOP 09,887,"11,66",3,-
1,11,Komunistická str.Čech a Moravy,5,Tahotná Eva,53,KSČM,KSČM,477,"10,96",4,-
3,10,Moravané,2,Tesařík Jaroslav,33,M,BEZPP,51,"33,33",-,-
1,6,Moravané,2,Tesaříková Ivana,33,M,BEZPP,27,"36,00",-,-
3,4,Strana zelených,1,Tichý Martin RNDr.,46,SZ,SZ,235,"16,28",-,-
2,4,Komunistická str.Čech a Moravy,8,Tichý Petr,66,KSČM,KSČM,670,"10,34",7,-
1,4,Česká str.sociálně demokrat.,7,Titz Přemysl JUDr.,71,ČSSD,ČSSD,1 323,"10,56",4,-
4,11,TOP 09,5,Tomášek Silvestr,74,TOP 09,BEZPP,844,"11,09",4,-
3,5,"Republ.str.Čech,Moravy a Slez.",8,Tomek Pavel,64,RSČMS,BEZPP,10,"6,36",-,-
2,5,Občanská demokratická strana,2,Tozzi di Angelo Igor MUDr. Ph.D.,47,ODS,ODS,1 624,"11,95",2,*
4,10,"Republ.str.Čech,Moravy a Slez.",7,Trnečková Blanka,44,RSČMS,BEZPP,17,"8,85",-,-
1,3,Věci veřejné,5,Trtilová Radka Ing.,28,VV,BEZPP,203,"10,95",-,-
1,11,Komunistická str.Čech a Moravy,4,Třeská Štefánia,47,KSČM,BEZPP,482,"11,07",3,-
5,10,"Republ.str.Čech,Moravy a Slez.",8,Tvardek Alois,57,RSČMS,BEZPP,30,"8,95",-,-
1,11,Komunistická str.Čech a Moravy,6,Typnerová Jaroslava,63,KSČM,KSČM,473,"10,87",5,-
4,9,Česká str.sociálně demokrat.,4,Urbášek Pavel PhDr.,50,ČSSD,ČSSD,1 503,"11,48",1,-
5,11,Věci veřejné,8,Útrata Radek MUDr.,50,VV,BEZPP,230,"9,95",-,-
1,11,Komunistická str.Čech a Moravy,7,Valenta Vladimír,60,KSČM,KSČM,461,"10,59",6,-
2,4,Komunistická str.Čech a Moravy,9,Valentová Adéla,58,KSČM,BEZPP,668,"10,31",8,-
5,3,"Jiří Vašíček, NK",1,Vašíček Jiří,34,NK,BEZPP,397,"100,00",-,-
4,5,Strana zelených,4,Vaverková Zdenka,63,SZ,BEZPP,128,"9,80",-,-
4,7,Komunistická str.Čech a Moravy,5,Večerka František,58,KSČM,KSČM,535,"11,02",4,-
4,7,Komunistická str.Čech a Moravy,7,Večeřa Alois,65,KSČM,KSČM,508,"10,47",6,-
1,5,Strana Práv Občanů ZEMANOVCI,2,Vejbor Jan Mgr.,27,SPOZ,SPOZ,99,"12,57",-,-
5,2,Strana Práv Občanů ZEMANOVCI,1,Vejbor Petr Mgr.,29,SPOZ,SPOZ,119,"13,91",-,-
3,7,Strana Práv Občanů ZEMANOVCI,6,Vejborová Alice PhDr.,54,SPOZ,SPOZ,150,"11,12",-,-
1,1,Křesť.demokr.unie-Čs.str.lid.,5,Venkrbcová Drahomíra,48,KDU-ČSL,KDU-ČSL,491,"11,85",4,-
1,5,Strana Práv Občanů ZEMANOVCI,4,Veselovský Petr Ing.,58,SPOZ,SPOZ,74,"9,40",-,-
5,1,Koruna Česká (monarch.strana),6,Veselý Lubomír,46,KČ,BEZPP,68,"21,79",-,-
4,9,Česká str.sociálně demokrat.,7,Veverka Radko,63,ČSSD,ČSSD,1 385,"10,58",4,-
1,2,Suverenita-blok J.Bobošíkové,3,Víziová Kateřina Mgr.,30,Suveren.,BEZPP,147,"13,42",-,-
5,12,TOP 09,1,Vlach Ivo Ing.,51,TOP 09,TOP 09,1 112,"12,81",1,*
3,4,Strana zelených,6,Vlachová Soňa Ing.,63,SZ,BEZPP,123,"8,52",-,-
1,4,Česká str.sociálně demokrat.,9,Vlček František Mgr.,54,ČSSD,ČSSD,1 298,"10,36",6,-
4,3,Moravané,3,Vlčková Zuzana,32,M,BEZPP,27,"29,03",-,-
2,11,Česká str.sociálně demokrat.,8,Vodáková Soňa Mgr.,43,ČSSD,ČSSD,2 041,"10,57",4,-
2,4,Komunistická str.Čech a Moravy,6,Vojáčková Jitka,33,KSČM,BEZPP,700,"10,80",5,-
2,11,Česká str.sociálně demokrat.,2,"Vomáčka Jaroslav Doc.MUDr. Ph.D.,MBA",54,ČSSD,ČSSD,2 316,"11,99",2,*
1,8,Strana zelených,8,Vosolová Markéta,20,SZ,BEZPP,163,"8,58",-,-
2,2,"Republ.str.Čech,Moravy a Slez.",6,Výboch Miroslav,62,RSČMS,BEZPP,17,"8,17",-,-
2,2,"Republ.str.Čech,Moravy a Slez.",5,Vychodil Alois,65,RSČMS,BEZPP,17,"8,17",-,-
5,12,TOP 09,6,Vyroubal Radek,33,TOP 09,TOP 09,879,"10,13",4,-
3,12,TOP 09,7,Vysoudil Martin Mgr.,28,TOP 09,TOP 09,554,"9,55",6,-
2,11,Česká str.sociálně demokrat.,6,Weiermüllerová Jitka,39,ČSSD,ČSSD,2 145,"11,11",2,-
4,7,Komunistická str.Čech a Moravy,8,Weinertová Ivanka,69,KSČM,KSČM,497,"10,24",7,-
5,11,Věci veřejné,3,Werner Eduard Ing.,58,VV,BEZPP,315,"13,63",-,-
3,6,Suverenita-blok J.Bobošíkové,1,Wiedermann Mario Mgr.,49,Suveren.,BEZPP,195,"12,16",-,-
5,2,Strana Práv Občanů ZEMANOVCI,7,Zachari Jiří Ing.,63,SPOZ,BEZPP,78,"9,12",-,-
1,10,Občanská demokratická strana,4,Záleská Markéta Mgr.,43,ODS,ODS,1 461,"10,96",1,-
3,6,Suverenita-blok J.Bobošíkové,2,Zaoralová Pavlína MUDr.,43,Suveren.,BEZPP,258,"16,09",-,-
